subject,message,label,
,"increase your personal prestige and money earning power through an advanced university degree . eminent , non-accedited universities will award you a degree for only $ 200 . degree granted based on your present knowledge and expirence . no further effort necessary on your part . just a short phone call is all that is required for a ba , ma , mba , or phd diploma in the field of your choice . for details , call 770-492 - 2925
",1,
! - - - - - * - - - - - ernie 's 8 - - - - * - - - - - !,"every week ernie evaluates some of the hottest sites on the internet in the most popular categories ! ! this week 's hot pick category is "" gaming sites "" ! check out some of our picks for the hottest sites . free casino sites ( win bucks with no risk ! ) : click here click here gambling search engines ( visit the most popular gambling sites on the internet ! ) : click here click here sports handicapping sites ( free sports selections ) : click here click here gambling information sites ( get the latest news ) : click here click here stayed tuned for next week and our hot "" travel "" picks ! !
",1,
visit us in the tropics,"$ : 0 ` 0 : $ x , 88 , x $ : 0 ` 0 : $ x , 88 , x $ : 0 ` 0 : $ x , 88 , x $ : 0 ` 0 : $ x florida / bahamas / cancun family holiday ! ! ! ! $ : 0 ` 0 : $ x , 88 , x $ : 0 ` 0 : $ x , 88 , x $ : 0 ` 0 : $ x , 88 , x $ : 0 ` 0 : $ x you have been selected to enter for a limited time only ! family getaway for 2 adults 3 children or 4 adults ! offer now available world wide for a limited time only ! if selected you could enjoy : 1 . 4 days 3 nights in magical orlando florida , home of disney world where you will enjoy the hospitality of either the comfort suites or holiday inn . have a blast with a free family pass to watermania water park in orlando . you will also receive the orlando "" magic card "" entitling you to hundreds of dollars worth of discounts in the orlando area ! ! ! ! ! ! 2 . then enjoy 3 days 3 nights in sunny cocoa beach florida , living it up at the hilton overlooking the atlantic ocean ! ! ! put the kids to bed early . . . . . . and enjoy 2 complimentary adult casino cruise tickets ! ! ! ! ! 3 . a complimentary alamo rental car with unlimited mileage for your stay in florida ( must carry a mjor credit card for car rental deposit ) register now to take advantage of this once in a lifetime holiday and if you qualify enjoy . . . . . . . . this special online offer ! ! ! reply within 48 hours of receipt and you will also recieve : 2 bonus mini vacations > 4 days / 3 nights in beautiful cancun , mexico at the piramides cancun beach resort ! ! > 4 days / 3 nights in nassau , grand bahamas at the marriott crystal palace resort & casino all of this for only $ 678 for 2 adults and 3 children , or 4 adults ! ! ! ! ! ! ( if you do qualify you will need to secure promotional fees on a major credit card to guarantee your travel date ) to register go to : http : / / nocutoff . dynip . com this is not a contest , lottery or sweepstakes . you are qualified based on demographics such as age , area you live in , etc . qualified entrants will be contacted by one of our experienced travel representatives with the full details . only one phone call per household . ( all fields must be filled completely in order to be a valid entry . this info will remain completely confidential ! ) this covers all fees except for any incidentals such as phone , food , gratuities , and hotel taxes which are paid directly to the hotel .
",1,
requested,"increase your personal prestige and money earning power through an advanced university degree . eminent , non-accredited universities will award you a degree for only $ 200 . degree granted based on your present knowledge and experience . no further effort necessary on your part . just a short phone call is all that is required for a ba , ma , mba , or phd diploma in the field of your choice . for details , call 770-492 - 2925 br72
",1,
"do n't just orbit in cyberspace , skyrocket !","launch your online sales into a new stratosphere of growth $ $ $ $ $ . for free . sign up now and get 48 hours of free , no charge access to our sampler database of over 9 million targeted / mass mail friendly email addresses . 100 % risk free offer to you . click _ now
",1,
re : information requested,"hi , my name is john and i ' m 27 years old . last year i was able to make $ 2 million working out of my home , and i 'd like to share with you how i did it . please take a few moments out of your busy life and listen to a short message that will tell you how ! call and listen to it , now at 1-800 - 764-6203 it could change your life !
",1,
do you know his or her background ? ?,"locate anyone anywhere in the usa old friends . . . lost loved ones . . . deadbeat dads or moms judgment debtors . . . fugitives our fee is $ 50 . 00 for a guaranteed locate , if you have social security number . our fee is $ 75 . 00 for a guaranteed locate without social security number . what information do i need to do this ? usually not much . depending on what you are looking for , sometimes it just takes a name ! other helpful information may consist of addresses ( last known / current ) , social security number is always very helpful , date of birth , and basically any other information you feel would be of use . other searches we perform are : assets . . . criminal background . . . marriage / divorce . . . workmen compensation . . . business credit reports . . . drivers license records . . . non - published phone numbers . . . national real estate . . . social security death file . . . bankruptcy liens and judgments . . . corporation profiles national . . . credit reports personal or corporation . . . pre - employment background pre - trial comprehensive reports . . . bank asset information . . . safe deposit searches . . . stocks , bonds , etc . * * * * * * * * * * search usa * * * * * * * * * * for more information call ask for michael jenkins call toll free 1-800 - 464-5458 visa . . . mastercard . . . discover cards accepted * * * * * 24 hour service * * * * * 8 = l . dial-access . a
",1,
dental - optical plan,"hello , we work with a group of your local doctors and dentists who would like to offer you a dental - optical plan that runs approximately $ 2 a week for an individual and $ 3 a week for the entire family . for further details please call : 1-800 - 463-6021 toll free please refer to id code emjc56 p . s . call in for details before may 13 , 1998 and with your dental plan receive the optical plan free ! thank you .
",1,
amazing health benefits of green tea revealed ! ! !,"finally , the simple secret to long-lasting health for you and your family is here ! ! ! and it 's yours free ! ! ! california health advisory report ( cha98-gt ) this exclusive report , prepared by the california health advisory , summarizes research and studies conducted by some of the foremost physicians at renowned medical institutions around the globe , including : * national cancer institute * national institutes of health * medical college of ohio * harvard botanical museum * and many others . . . this report provides in-depth explanations of findings on the truly amazing health benefits of green tea ! these findings include protection against cancer , heart disease , and numerous other ailments . one such study summarized in this report was published in the journal of the national cancer institute and found that daily consumption of green tea "" greatly contributes to a reduced incidence of many forms of cancer "" . this report is presented in clear , simple language . . . not the usual "" foreign "" language of medicine . and the green tea it studies is the same green tea found in your local grocery store or coffee shop ! ! ! to receive an electronic copy of this free report , send a one dollar bill ( to cover processing costs , no checks please ) and your e-mail address to : california health advisory attn : free report cha98-gt po box 7944 newport beach , ca 92658-7944 your free report will be sent within 48 hours of receipt of your request . ( this exclusive offer is valid for a limited time only . the california health advisory reserves the right to rescind this offer at any time , upon return of unfulfilled requests . )
",1,
please read you wont regret it - 22043,"our research indicates the following material may be of interest to you . if you prefer not to learn the easy way to make some much needed income , please , simply delete this letter . to further insure you do not get email of this nature , there are several universal "" remove "" lists you can subscribe to on the internet . i filter all email addresses that i send to against such a "" remove "" list of over 2 , 000 , 000 subscribers . please accept my apology if this was sent to you in error ! * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * you are about to make up to $ 50 , 000 - in less than 90 days read the enclosed program . . . then read it again ! * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * this is the letter that got my attention . read on and i ' m sure you will agree that this is a great plan ! dear friend , the enclosed information is something i almost let slip through my fingers . fortunately , sometime later i re-read everything and gave some thought and study to it . please do the same . it 's so simple to do . and you won't be left out in the cold to figure it all out yourself . look further down in this letter for the information you will receive from abot marketing . they give you 10 , 000 fresh email addresses and give you the locations of the best software ( free software ) to send out large quantities of email . ( normally this kind of software is several hundred dollars ) they even give you easy to understand , proven , step by step instructions for success with this program . in fact , they helped me get started and i ' m so thankful . it 's hard to believe that this as simple as it is , but it really is simple . you will even get support from them via email anytime you need it . you won't get this kind of help from other programs of this nature . it makes all the difference in the world . my name is anne bowman . i am 31 - year-old graduate student desperately trying to finish my degree and begin working in my chosen field that is , if i am lucky enough to find a job in the crowded market . like most people in this day and age , it is hard to make ends meet , and being a student does not help the situation at all ( if i ever have to buy one more box of macaroni and cheese i think i would have to scream ) . i returned to school after having worked for several years with little potential for achieving what i had expected out of life . i figured if i returned to school and received my ph . d there would be several opportunities for me out there to achieve my goals . after seeing my fellow graduate students receive their degrees and , depressingly , not find respectable positions in their chosen field i began to think , "" oh no not again ! "" four extra years in school and an extra $ 20 , 000 in student loans on top of the first $ 18 , 000 , what will i do if the same happens to me ? "" i began to doubt my patience for the long term investment in schooling , and decided enough was enough , "" why can't i make real money now instead of waiting to graduate with no guarantee of a lucrative return for all of my efforts ! "" i am writing to share my experience with other hopeful students out there , as well as anyone looking for an opportunity to take their financial situation into their own hands . i hope you will consider this opportunity seriously and that this will change your life forever ! . , financially ! ! ! and once you get started it takes so little of your time . in mid october 97 i received this program . i did n't send for it , or ask for it , they just got my name off a mailing list . i took this as a sign ! ! ! after reading it several times , to make sure i was reading it correctly , it made perfect sense . here was a money-making phenomenon . i could invest as much as i wanted to start ( about as much as it costs for a pizza ! ) , without putting me further in debt . after i got a pencil and paper and figured it out , i would at least get my money back . after determining that the program is legal and not a chain letter , i decided "" i have nothing to lose "" . initially i sent 15 , 000 emails , ( without any costs to me ) only a couple of hours of my time on-line . the great thing about email is that i did n't need any money for printing to send out the program , only the time to fulfil my orders . there is a vast on-line market available to everyone who owns a computer . following the advice of the person from whom i received this letter , i am telling you like it is , and i hope it does n't turn you off , but i promised myself i would not "" rip-off "" anyone , no matter how much money it cost me ! after you receive the reports they should explain everything to you . you may have some general questions , however , and after i send you report # 1 , please feel free to contact me and i will give you any advice you need . in one week , i was starting to receive orders for report # 1 . by mid november , i had received 40 orders for report # 1 . when you read the guarantee in the program you will see that "" you must receive 15 to 20 orders for report # 1 within 2 weeks if you don ' t send out more programs until you do ! "" my first step in making $ 50 , 000 in 20 to 90 days was done . by the beginning of december , i had received 174 orders for report # 2 . if you go back to the guarantee . "" you must receive 100 or more orders for report # 2 within two weeks . if not send out more programs until you do . once you have 100 orders , the rest is easy , relax , you will make your $ 50 , 000 goal "" . well , i had 174 orders for report # 2 , 74 more than i needed . so i sat back and relaxed . by january 20th , of my emailing of 15 , 000 , i received $ 54 , 000 with more coming in ever day . the great thing about this program is you can begin the process over and over again without any limit on potential income ! i paid off all my student loans , and together with everything i have learned in school , i am now saving in order to open up my own business related to my field as soon as i graduate . please take time to read the attached program . it will change your life forever ! remember , it won't work if you do n't try it . this program does work , but you must follow it exactly ! especially the rules of not trying to place your name in a different place on the list . it does n't work , you ' ll lose out on a lot of money ! report # 2 explains this . always follow the guarantee , 15 to 20 orders of report # 1 and 100 or more orders for report # 2 and you will make $ 50 , 000 or more in 20 to 90 days . i am living proof that it works ! ! if you choose not to participate in this program , i ' m sorry , it really is a great opportunity with little cost or risk to you . if you choose to participate , follow the program and you will be on your way to financial security . to my fellow graduate students out there , good luck to you and i sympathise . and to all other persons in financial trouble consider this letter a sign and please take advantage of this opportunity . you won ' t be disappointed ! sincerely , anne bowman the following testimonial was at the bottom of this letter but it was too good to leave down there so i moved it up here . it is exactly how i felt at first and feel now . "" the first week after i started this program was torture . i could n't wait to see if it was really going to work after i mailed out my first batch of letters . i chuckle every day now when i walk out of the post office with my envelopes . this is so easy , i still can't believe it 's happening ! "" don masterson , troy , ny $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ > from here down is the instruction portion of this letter . . . this is a legal , money-making phenomenon . print this letter , read the directions , then read it again ! ! ! you are about to embark on the most profitable and unique program you may ever see . many times over , it has demonstrated and proven its ability to generate large amounts of cash . this program is showing fantastic appeal with a huge and ever-growing on-line population desirous of additional income . this is a legitimate , legal , money-making opportunity . it does not require you to come in contact with people , do any hard work , and best of all , you never have to leave the house , except to get the mail and go to the bank ! this truly is that lucky break you ' ve been waiting for ! simply follow the easy instructions in this letter , and your financial dreams will come true ! when followed correctly , this electronic , multi-level marketing program works perfectly . . . 100 % every time ! thousands of people have used this program to : - raise capital to start their own business - pay off debts - buy homes , cars , etc . , - even retire ! this is your chance , so do n't pass it up ! - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - overview of this extraordinary electronic multi-level marketing program - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - basically , this is what we do : we send thousands of people a product for $ 5 . 00 that costs next to nothing to produce and e-mail . as with all multi-level businesses , we build our business by recruiting new partners and selling our products . every state in the u . s . allows you to recruit new multi - level business online ( via your computer ) . the products in this program are a series of four business and financial reports costing $ 5 . 00 each . each order you receive via "" snail mail "" will include : * $ 5 . 00 cash * the name and number of the report they are ordering * the e-mail address where you will e-mail them the report they ordered . to fill each order , you simply e-mail the product to the buyer . the $ 5 . 00 is yours ! this is the most easiest electronic multi-level marketing business anywhere ! follow the instructions to the letter and be prepared to reap the staggering benefits ! * * * * * * * i n s t r u c t i o n s * * * * * * * this is what you must do : 1 . order all 4 reports shown on the list below ( you can't sell them if you do n't order them ) . * for each report , send $ 5 . 00 cash , the name & number of the report you are ordering , your e-mail address , and your return postal address ( in case of a problem ) to the person whose name appears on the list next to the report . * when you place your order , make sure you order each of the four reports . you will need all four reports so that you can save them on your computer and resell them . * within a few days you will receive , via e-mail , each of the four reports . save them on your computer so they will be accessible for you to send to the 1 , 000 's of people who will order them from you . 2 . important - - do not alter the names of the people who are listed next to each report , or their sequence on the list , in any way other than is instructed below in steps "" a "" through "" d "" or you will lose out on the majority of your profits . once you understand the way this works , you will understand why it doesn ' t work if you change it . remember , this method has been tested , and if you alter it , it will not work . a . look below for the listing of available reports . b . after you ' ve ordered the four reports , replace the name and address under report # 1 with your name and address , moving the one that was there down to report # 2 . c . move the name and address that was under report # 2 down to report # 3 . d . move the name and address that was under report # 3 down to report # 4 . e . the name and address that was under report # 4 is removed from the list and has no doubt collected their 50 grand . please make sure you copy everyone 's name and address accurately ! ! ! 3 . take this entire letter , including the modified list of names , and save it to your computer . make no changes to the instruction portion of this letter . 4 . now you ' re ready to start an advertising campaign on the internet ! advertising on the internet is very , very inexpensive , and there are hundreds of free places to advertise , but email has , by far , proven itself to be the best medium for this program . and the emailers best friend is e-mail lists . you can buy these lists for under $ 20 / 20 , 000 addresses or you can pay someone a minimal charge to take care of the mailing for you . be sure to start your ad campaign immediately ! each day that passes while you think about it is a day without profit . 5 . for every $ 5 . 00 you receive , all you must do is e-mail them the report they ordered . that ' s it ! always provide same-day service on all orders ! this will guarantee that the e-mail they send out , with your name and address on it , will be prompt because they can't advertise until they receive the report ! - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - available reports - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - * * * order each report by number and name * * * notes : - always send $ 5 cash for each report - always send your order via first class mail - make sure the cash is concealed by wrapping it in at least two sheets of paper - on one of those sheets of paper , include : ( a ) the number & name of the report you are ordering , ( b ) your e-mail address , and ( c ) your postal address . ( using your printer is the best way to do this ) _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ report # 1 "" how to make $ 250 , 000 through multilevel sales "" order report # 1 from : b . k . 19785 w . 12 mile road # 871 southfield , mi 48076 usa * * * * * important note * * * * * - us dollar currency only please - once again , make sure the cash is concealed by wrapping it in at least "" two "" sheets of paper _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ report # 2 "" major corporations and multilevel sales "" order report # 2 from : n . k . l serangoon central post office po box 750 singapore 915509 _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ report # 3 "" sources for the best mailing lists "" order report # 3 from : christian s po box 1092 , jkb 11010 indonesia _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ report # 4 "" evaluating multilevel sales plans "" order report # 4 from : j . f . j p . o . box 342 mccormick , sc 29835-0342 usa * * * * * important note * * * * * my personal success is due to sending out emails to prospective participants , i am happy to help you get started by giving you 10 , 000 free current email addresses and giving you the location of several free programs that will allow you to send out large quantities of e-mail easily . i will email the fresh addresses and software information to you the same day i receive your report request . just jot down "" free help please "" on the report request that you send with your $ 5 . in many cases i can take care of your mailing for you at no charge . you will receive my real email address when i send you this report and you can contact me for any questions you may have . ( program participants , you may leave this offer with my name as i am moved down the list . i will honor it for the duration of the program . just move it down , with my name , to the next position when you send out your first mailings . ) _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - here ' s how this amazing plan will make you $ money $ - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - let 's say you decide to start small just to see how well it works . assume your goal is to get 10 people to participate on your first level . ( placing a lot of free ads on the internet will easily get a larger response . ) also assume that everyone else in your organization gets only 10 down line members . follow this example to achieve the staggering results below . 1st level - - your 10 members with $ 5 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . $ 50 2nd level - - 10 members from those 10 ( $ 5 x 100 ) . . . . . . . . . . . . . . . . . . $ 500 3rd level - - 10 members from those 100 ( $ 5 x 1 , 000 ) . . . . . . . . . . $ 5 , 000 4th level - - 10 members from those 1 , 000 ( $ 5 x 10 , 000 ) . . . $ 50 , 000 this totals - - - - - - - - - - - > $ 55 , 550 remember friends , this assumes that the people who participate only recruit 10 people each . think for a moment what would happen if they got 20 people to participate ! most people get 100 's of participants ! think about it ! your cost to participate in this is practically nothing ( surely you can afford $ 20 for a chance to make $ 55 , 000 ) . you obviously already have an internet connection and e-mail is free ! ! ! report # 3 shows you the most productive methods for bulk e-mailing and purchasing e-mail lists . some list & bulk e-mail vendors even work on trade ! about 50 , 000 new people get online every month ! * * * * * * * tips for success * * * * * * * * treat this as your business ! be prompt , professional , and follow the directions accurately . * send for the four reports immediately so you will have them when the orders start coming in because : when you receive a $ 5 order , you must send out the requested product / report to comply with the u . s . postal & lottery laws , title 18 , sections 1302 and 1341 or title 18 , section 3005 in the u . s . code , also code of federal regs . vol . . 16 , sections 255 and 436 , which state that "" a product or service must be exchanged for money received . "" * always provide same-day service on the orders you receive . * be patient and persistent with this program . if you follow the instructions exactly , the results will undoubtedly be successful ! * above all , have faith in yourself and know you will succeed ! * * * * * * * your success guideline * * * * * * * follow these guidelines to guarantee your success : i can ' t stress enough how important this next section is ! ! ! ! if you do n't receive 10 to 20 orders for report # 1 within two weeks , continue advertising until you do . then , a couple of weeks later you should receive at least 100 orders for report # 2 . if you do n't , continue advertising until you do . once you have received 100 or more orders for report # 2 , you can relax , because the system is already working for you , and the cash will continue to roll in ! this is important to remember : every time your name is moved down on the list , you are placed in front of a different report . you can keep track of your progress by watching which report people are ordering from you . if you want to generate more income , send another batch of e-mails and start the whole process again ! there is no limit to the income you will generate from this business ! note : if you need help with starting a business , registering a business name , how income tax is handled , etc . , contact your local office of the small business administration ( a federal agency ) for free help and answers to questions . also , the internal revenue service offers free help via telephone and free seminars about business taxes . * * * * * * * t e s t i m o n i a l s * * * * * * * the first week after i started this program was torture . i could n't wait to see if it was really going to work after i mailed out my first batch of letters . i chuckle every day now when i walk out of the post office with my envelopes . this is so easy , i still can't believe it 's happening ! don masterson , troy , ny this program does work , but you must follow it exactly ! especially the rule of not trying to place your name in a different position , it won't work and you ' ll lose a lot of potential income . i ' m living proof that it works . it really is a great opportunity to make relatively easy money , with little cost to you . if you do choose to participate , follow the program exactly , and you ' ll be on your way to financial security . sean mclaughlin , jackson , ms my name is frank . my wife , doris , and i live in bel - air , md . i am a cost accountant with a major u . s . corporation and i make pretty good money . when i received the program i grumbled to doris about receiving "" junk mail . "" i made fun of the whole thing , spouting my knowledge of the population and percentages involved . i "" knew "" it would n't work . doris totally ignored my supposed intelligence and jumped in with both feet . i made merciless fun of her , and was ready to lay the old "" i told you so "" on her when the thing did n't work . . . well , the laugh was on me ! within two weeks she had received over 50 responses . within 45 days she had received over $ 147 , 200 in $ 5 bills ! i was shocked ! i was sure that i had it all figured and that it would n't work . i am a believer now . i have joined doris in her "" hobby . "" i did have seven more years until retirement , but i think of the "" rat race "" and it 's not for me . we owe it all to mlm . frank t . , bel - air , md i just want to pass along my best wishes and encouragement to you . any doubts you have will vanish when your first orders come in . i even checked with the u . s . post office to verify that the plan was legal . it definitely is ! it works ! ! ! paul johnson , raleigh , nc the main reason for this letter is to convince you that this system is honest , lawful , extremely profitable , and is a way to get a large amount of money in a short time . i was approached several times before i checked this out . i joined just to see what one could expect in return for the minimal effort and money required . to my astonishment , i received $ 36 , 470 . 00 in the first 14 weeks , with money still coming in . sincerely yours , phillip a . brown , esq . not being the gambling type , it took me several weeks to make up my mind to participate in this plan . but conservative that i am , i decided that the initial investment was so little that there was just no way that i would n't get enough orders to at least get my money back . boy , was i surprised when i found my medium-size post office box crammed with orders ! for awhile , it got so overloaded that i had to start picking up my mail at the window . i ' ll make more money this year than any 10 years of my life before . the nice thing about this deal is that it does n't matter where in the u . s . the people live . there simply is n't a better investment with a faster return . mary rockland , lansing , mi i had received this program before . i deleted it , but later i wondered if i should n't have given it a try . of course , i had no idea who to contact to get another copy , so i had to wait until i was e-mailed another program . 11 months passed then it came . . . i did n't delete this one ! . . . i made more than $ 41 , 000 on the first try ! ! wilburn , muncie , in this is my third time to participate in this plan . we have quit our jobs , and will soon buy a home on the beach and live off the interest on our money . the only way on earth that this plan will work for you is if you do it . for your sake , and for your family 's sake do n't pass up this golden opportunity . good luck and happy spending ! charles fairchild , spokane , wa order your reports today and get started on your road to financial freedom ! ! !
",1,
get your rocks off tonight ! !,"for the biggest , boldest , and dirtiest adult site on the net . . . * cum shots * wild orgies * deep throat blow jobs * lesbian action * gays * bondage * fetishes * voyeur * super young teens * hardcore penetration . . . and much , much more ! simply click here to cum in - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - you were introduced to us as someone who is over 18 and interested in adult related material . if this is not the case , please accept our sincerest appologies . simply click right here and type "" remove "" in the subject field . this will automatically block you from any future mailings . - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
",1,
get your rocks off tonight ! !,"for the biggest , boldest , and dirtiest adult site on the net . . . * cum shots * wild orgies * deep throat blow jobs * lesbian action * gays * bondage * fetishes * voyeur * super young teens * hardcore penetration . . . and much , much more ! simply click here and cum on in - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - you were introduced to us as someone who is over 18 and interested in adult related material . if this is not the case , please accept our sincerest appologies . simply click right here and type "" remove "" in the subject field . this will automatically block you from any future mailings . - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
",1,
". . . . . . go speedracer , go . . . . . go speedracer , go . . . .",= = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = removal and general information can be found at the end of the message . = = = = = = = = = = = = = = = = = = = = ,1,
re - distribution . . .,"hello sir or madam . . . pardon the intrusion . . . i ' ll try to keep this brief . i simply ask of you to inspect this website : http : / / 209 . 149 . 187 . 202 / pentagono / http : / / 209 . 149 . 187 . 202 / pentagono / . the site describes an enormously popular , worldwide wealth re-distribution system . examine its contents . if you are interested in it , please contact me at the email address shown at that site . this system is run by a company named future strategies - owned and operated by 2 good fellows from northern italy . i ' ve been out to visit them , and saw their whole operation . they are enabling many thousands of people from all corners of the world to fulfill their financial dreams and goals . this program is real . since my visit , i too have joined their system . i ' ve seen it work for others and it will work for me . . . . as it will for you should you choose to join . best regards shawn http : / / 209 . 149 . 187 . 202 / pentagono / note : to be removed from any of our subsequent mailings , simply send an empty email to this address only : rempenta @ do-it - now . net . . sending a remove request to the other email address located on the web site will not get you removed
",1,
futuresignals,"this message is being sent to you in compliance with the proposed federal legislation for commercial email ( s . 1618 - section 301 ) . http : / / www . senate . gov / ~ murkowski / commercialemail / emailamendtext . html "" pursuant to section 301 , paragraph ( a ) ( 2 ) ( c ) of s . 1618 , further transmissions to you by the sender of this email may be stopped at no cost to you by sending a reply to this email by following the directions below this message . = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = attention futures traders receive real - time instant futuresignals over the internet by noted cta . - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - futures traders , our service sends instant futuresignals via the internet as they are generated for the following markets : s&p 500 , nasdaq 100 , e - mini we are now in the middle of our 3rd month of service issuing anywhere from 3 - 7 futuresignals per day for dt ( daytraders ) and pt ( position traders ) in these markets . our futuresignals come with profit objectives for scalpers , daytraders and postion traders . we also issue trailing stops and important info we hear in the pits throughout the day . our service has been featured in futures magazine . if you ' re a daytrader or new / seasoned futures trader you owe it to yourself to check out what we offer . for a free 3 day trial go to : http : / / www . bulkmate . com / futuresignals / http : / / www . bulkmate . com / futuresignals / please do n't forget to visit this site and read the exact futuresignals that we issue everyday . you won't trade again without wanting to know what we ' re doing . futures trading involves risk . only use risk capital . please read cftc disclaimer on our website . to be removed from this list , simply send a blank email to : fsremove @ do-it - now . net note : it is not our intention to infiltrate or advertise to any investing / trading-related discussion groups . if this has been the case , our apologies and please follow the removal instructions above . sent from : futuresignals email : fs @ do-it - now . net address : po box 351 , verplanck , ny , 10596 telephone : 212-501 - 4281
",1,
what 's new in software ?,"would n't it be great if one of the major computer software developers created a software program that would allow you to make mega income with your computer ? guess what . . . . . . it 's been done ! in fact , over the past four years this software has helped over 4000 people worldwide to start remote backup services from their personal computers . this industry leader has developed an automated system that allows your computer and modem to go to work for companies and professionals . . . . . . . and it works while you sleep ! you get everything you need . 1 . software and programming that truly does it all for you . 2 . a way to supply the rapidly growing number of businesses that rely upon us to protect their valuable computer files . 3 . your own technical support and customer service staff to get you started and keep you running smoothly . find out all the details ! ! call now ! 1-901 - 737-8667 ( if you would like a call from us , include your phone number in an e-mail . your number will be kept in strictest confidence . ) reply to : dvinsond @ netscape . net quantum tech , inc . 694 rocky woods cove cordova , tn 38018 * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * to be added to our remove list , please respond to : southnet @ mailcity . com with remove in the subject line . thank you .
",1,
